Pit: Mirage 2000-5F, Creator: Laurent Buzzz Buzzi, Version: 1.1, Generated by F4buttonManager
AFCanopyToggle	-0.893957	-1.258	-1.49686	80.0	129	1	
AFCanopyToggle	-1.252	-1.258	-1.515	80.0	129	1	
AFCanopyToggle	-1.0686	-1.258	-1.44643	80.0	129	1	
AFDragChute	-0.959316	1.25974	-1.53578	80.0	129	1	
AFDragChute	-1.13519	1.25974	-1.53578	80.0	129	1	
ExtinguishMasterCaution	-2.18415	0.484209	-1.05632	40.0	127	1	
SimHUDScalesUp		0.110291	1.79733	-2.87969	30.0	115	1
SimHUDScalesDown	0.110291	1.79733	-2.87969	30.0	115	2
SimAltPressDec	-2.17558	-0.866444	-1.21365	15.0	125	2	w
SimAltPressInc	-2.17558	-0.866444	-1.21365	15.0	125	1	w
SimAntiCollOff              -1.08551 1.784150 -2.870890    35  115   2
SimAntiCollOn               -1.08551 1.784150 -2.870890    35  115   1
SimAuxComBackup	-1.4386	1.57678	-2.72556	35.0	115	2	
SimAuxComUFC	-1.43826	1.57681	-2.72556	35.0	115	1	
SimAVTRSwitchDown	1.25399	1.87607	-2.87493	25.0	126	2
SimAVTRSwitchUp	1.25399	1.87607	-2.87493	25.0	126	1
SimBupUhfFuncDec	-1.69248	1.62849	-2.74923	35.0	126	2	
SimBupUhfFuncInc	-1.69248	1.62849	-2.74923	35.0	115	1	
SimCATI	-2.01819	1.2924	-2.40261	40.0	115	1	
SimCATIII	-2.01744	1.29333	-2.40247	40.0	115	2	
SimCBEOSB_20R   -2.13719  0.223172  -1.78531  20.0  126 1
SimCBEOSB_19R   -2.10315  0.22345  -1.85837  20.0  30 1
SimCBEOSB_18R   -2.06777  0.223162  -1.9289  20.0  126 1
SimCBEOSB_17R   -2.03535  0.221311  -1.99835  20.0  126 1
SimCBEOSB_16R    -2.0019  0.220029  -2.07  20.0  126 1
SimCBEOSB_15R   -1.90747  0.158902  -2.19573  20.0  126 1
SimCBEOSB_14R   -1.90747  0.0801217  -2.19573  20.0  126 1
SimCBEOSB_13R   -1.90747  -0.000164978  -2.19573  20.0  126 1
SimCBEOSB_12R   -1.90747  -0.0820537  -2.19573  20.0  126 1
SimCBEOSB_11R   -1.90747  -0.161565  -2.19573  20.0  126 1
SimCBEOSB_10R   -1.99998  -0.218295  -2.07204  20.0  126 1
SimCBEOSB_9R    -2.03445  -0.217677  -1.99819  20.0  126 1
SimCBEOSB_8R   -2.06902  -0.216294  -1.92412  20.0  126 1
SimCBEOSB_7R   -2.10342  -0.216769  -1.85569  20.0  126 1
SimCBEOSB_6R   -2.13623  -0.216564  -1.78527  20.0  126 1
SimCBEOSB_5R   -2.18968  -0.154323  -1.59494  20.0  126 1
SimCBEOSB_4R   -2.18968  -0.0764644  -1.59494  20.0  126 1
SimCBEOSB_3R   -2.18968  0.000679347  -1.59494  20.0  126 1
SimCBEOSB_2R    -2.18968  0.0794538  -1.59494  20.0  126 1
SimCBEOSB_1R    -2.18968  0.154454  -1.59494  20.0  126 1
SimCBEOSB_20L   -1.85911  0.121799  -0.650849  12.0  126 1
SimCBEOSB_19L   -1.8555  0.120885  -0.692539  12.0  30 1
SimCBEOSB_18L   -1.84935  0.120432  -0.736788  12.0  126 1
SimCBEOSB_17L   -1.84555  0.120707  -0.779991  12.0  126 1
SimCBEOSB_2L   -1.85956  0.0419594  -0.59863  12.0  126 1
SimCBEOSB_3L   -1.85956  0.000679347  -0.59863  12.0  126 1
SimCBEOSB_4L   -1.85956  -0.0418831  -0.59863  12.0  126 1
SimCBEOSB_1L   -1.85956  0.0859064  -0.59863  12.0  126 1
SimCBEOSB_5L   -1.85956  -0.0849985  -0.59863  12.0  126 1
SimCBEOSB_7L   -1.85548  -0.124035  -0.69279  12.0  126 1
SimCBEOSB_16L   -1.84181  0.119425  -0.822352  12.0  126 1
SimCBEOSB_6L   -1.85922  -0.125271  -0.6496  12.0  126 1
SimCBEOSB_8L   -1.84921  -0.123286  -0.738475  12.0  126 1
SimCBEOSB_9L   -1.84554  -0.120811  -0.780082  12.0  126 1
SimCBEOSB_10L   -1.8417  -0.12143  -0.823563  12.0  126 1
SimCBEOSB_14L   -1.83729  0.0439799  -0.858281  12.0  126 1
SimCBEOSB_13L   -1.83729  0.00133514  -0.858281  12.0  126 1
SimCBEOSB_12L   -1.83729  -0.0422076  -0.858281  12.0  126 1
SimCBEOSB_11L   -1.83729  -0.0837036  -0.858281  12.0  126 1
SimCBEOSB_15L   -1.83729  0.086081  -0.858281  12.0  126 1
SimCBEOSB_BRTDOWN_R	-1.91258	-0.308093	-2.15192	20.0	126	2	w
SimCBEOSB_BRTUP_R	-1.91258	-0.308093	-2.15192	20.0	126	1	w
SimCycleBandAuxComDigit	-1.19586	-1.3938	-2.78685	10.0	125	1	w
SimCycleBandAuxComDigit	-1.17885	-1.3938	-2.78813	10.0	125	1	w
SimCycleBandAuxComDigit	-1.15559	-1.3938	-2.78987	10.0	125	1	w
SimCycleBandAuxComDigit	-1.15559	-1.3938	-2.78987	10.0	125	1	w
SimCycleCenterAuxComDigit	-1.19586	-1.31629	-2.78685	10.0	125	1	w
SimCycleCenterAuxComDigit	-1.17885	-1.31629	-2.78813	10.0	125	1	w
SimCycleCenterAuxComDigit	-1.15559	-1.31629	-2.78987	10.0	125	1	w
SimCycleLeftAuxComDigit	-1.19586	-1.27778	-2.78685	10.0	125	1	w
SimCycleLeftAuxComDigit	-1.17885	-1.27778	-2.78813	10.0	125	1	w
SimCycleLeftAuxComDigit	-1.15559	-1.27778	-2.78987	10.0	125	1	w
SimCycleRadioChannel	-1.56787	1.32575	-2.74923	35.0	125	1	w
SimCycleRightAuxComDigit	-1.19586	-1.35476	-2.78685	10.0	125	1	w
SimCycleRightAuxComDigit	-1.17885	-1.35476	-2.78813	10.0	125	1	w
SimCycleRightAuxComDigit	-1.15559	-1.35476	-2.78987	10.0	125	1	w
SimDecAirSource	-0.274122	-1.61244	-2.79604	55.0	126	2	w
