// F-16C-52+ - Block 52+ Type
// Last edited: 12th of February 2018
// <command name>   <x>   <y>   <z>   <size>   <snd>   <msbtn>   <wheel>
// Panel order: left to right, top down


//////////////////
// LEFT CONSOLE //
//////////////////

// Test
SimOverHeat                                                      1.12177 1.653099 -2.199648    30  312   1 

SimOBOGSBit                                                      1.05748 1.655726 -2.226907    30  115   1 

SimMalIndLights                                                  0.98244 1.649299 -2.204753    30  312   1 

SimProbeHeatMoveDown                                             1.14651 1.537842 -2.255297    30  115   2 

SimProbeHeatMoveUp                                               1.14651 1.537842 -2.255297    30  115   1 

SimEpuGenTest                                                    1.06357 1.536109 -2.256193    30  115   1 

SimFlcsPowerTest                                                 0.99855 1.454785 -2.276497    30  310   1 


// Flight Control
SimDigitalBUPOff                                                 0.79250 1.672088 -2.231670    30  311   2 

SimDigitalBUPBackup                                              0.79250 1.672088 -2.231670    30  311   1 

SimAltFlapsNorm                                                  0.63450 1.668611 -2.233421    30  311   2 

SimAltFlapsExtend                                                0.63450 1.668611 -2.233421    30  311   1 

SimManualFlyupEnable                                             0.71675 1.544204 -2.260313    30  311   2 

SimManualFlyupDisable                                            0.71675 1.544204 -2.260313    30  311   1 

SimLEFAuto                                                       0.82280 1.422578 -2.289524    30  311   2 

SimLEFLock                                                       0.82280 1.422578 -2.289524    30  311   1 

SimFLCSReset                                                     0.68776 1.419106 -2.291143    30  115   1 

SimFLTBIT                                                        0.56579 1.418416 -2.287113    30  319   1 


// Manual Trim
SimTrimRollRight                                                 0.87012 1.270311 -2.291472    30  309   2 

SimTrimRollLeft                                                  0.87012 1.270311 -2.291472    30  309   1 

SimTrimAPDISC                                                    0.61186 1.300858 -2.310991    30  310   2 

SimTrimAPNORM                                                    0.61186 1.300858 -2.310991    30  310   1 

SimTrimYawRight                                                  0.83193 1.105959 -2.312237    30  116   2 

SimTrimYawLeft                                                   0.83193 1.105959 -2.312237    30  116   1 

SimTrimNoseDown                                                  0.61584 1.083680 -2.334693    30  309   2 

SimTrimNoseUp                                                    0.61584 1.083680 -2.334693    30  309   1 


// Fuel
SimDecFuelPump                   0.214290    1.609503   -2.235212    30    124    2    w
SimIncFuelPump                   0.214290    1.609503   -2.235212    30    124    1    w
SimMasterFuelOn                  0.403315    1.641081   -2.259847    30    317    1
SimMasterFuelOff                 0.403315    1.641081   -2.259847    30    316    2
SimFuelDoorClose                 0.112890    1.632864   -2.268466    30    115    2
SimFuelDoorOpen                  0.112890    1.632864   -2.268466    30    115    1
//unused: Tank Inerting On       0.321484    1.602720   -2.235212    30    311    1
//unused: Tank Inerting Off      0.321484    1.602720   -2.235212    30    311    2

// IFF
SimAuxComUFC                     0.134628    1.451730   -2.280160    25    125    1    w
SimAuxComBackup                  0.134628    1.451730   -2.280160    25    125    2    w
SimIFFMasterInc                  0.381372    1.453957   -2.263363    35    125    1    w
SimIFFMasterDec                  0.381372    1.453957   -2.263363    35    125    2    w
SimIFFCodeSwitchZero              0.249523    1.450910   -2.276259    25    311    1
SimIFFCodeSwitchHold              0.249523    1.450910   -2.276259    25    311    2
SimIFFMode4ReplyInc              0.169896    1.327007   -2.319809    25    310    1
SimIFFMode4ReplyDec              0.169896    1.327007   -2.319809    25    310    2
SimIFFMode4MonitorAud            0.100943    1.327007   -2.319809    25    115    1
SimIFFMode4MonitorOff            0.100943    1.327007   -2.319809    25    115    2
SimIFFBackupM1Digit1Inc          0.345384    1.307571   -2.317857    15    312    1    w
SimIFFBackupM1Digit1Dec          0.345384    1.307571   -2.317857    15    312    2    w
SimIFFBackupM1Digit2Inc          0.305736    1.307571   -2.317857    15    312    1    w
SimIFFBackupM1Digit2Dec          0.305736    1.307571   -2.317857    15    312    2    w
SimIFFBackupM3Digit1Inc          0.266717    1.306281   -2.317857    15    312    1    w
SimIFFBackupM3Digit1Dec          0.266717    1.306281   -2.317857    15    312    2    w
SimIFFBackupM3Digit2Inc          0.227914    1.304755   -2.317857    15    312    1    w
SimIFFBackupM3Digit2Dec          0.227914    1.304755   -2.317857    15    312    2    w
SimIFFEnableInc                  0.422588    1.327007   -2.319809    25    115    1
SimIFFEnableDec                  0.422588    1.327007   -2.319809    25    115    2

// Exterior Lighting
SimAntiCollOff                                                   0.39666 1.181608 -2.339805    30  115   2 

SimAntiCollOn                                                    0.39666 1.181608 -2.339805    30  115   1 

SimLightsSteady                                                  0.30304 1.178046 -2.341211    30  115   2 

SimLightsFlash                                                   0.30304 1.178046 -2.341211    30  115   1 

SimWingLightOff                                                  0.21865 1.163203 -2.352213    30  115   2 

SimWingLightBrt                                                  0.21865 1.163203 -2.352213    30  115   1 

SimWingLightOff                                                  0.11478 1.159656 -2.353674    30  115   2 

SimWingLightBrt                                                  0.11478 1.159656 -2.353674    30  115   1 

SimExtlMasterOff                                                 0.26456 1.047695 -2.362608    30  115   2 

SimExtlMasterNorm                                                0.26456 1.047695 -2.362608    30  115   1 


// Emergency Power Unit
SimEpuDown                      -0.073900    1.625040    -2.236730   30    316   2
SimEpuUp                        -0.073900    1.625040    -2.236730   30    316   1


// Electronic Panel
SimMainPowerDec                                                  -0.22914 1.485767 -2.253717    30  310   2 

SimMainPowerInc                                                  -0.22914 1.485767 -2.253717    30  310   1 

SimElecReset                                                     -0.09939 1.458205 -2.248473    35  314   1 


// Audiovisual Tape Recorder
SimAVTRSwitchDown                                               -0.07324 0.993848 -2.373875    30  115   2 

SimAVTRSwitchUp                                                 -0.07324 0.993848 -2.373875    30  115   1 


// Electronic Countermeasures Stowage
SimEcmPowerOff                                                   -0.29652 1.194374 -2.308459    30  310   2 

SimEcmPowerOn                                                    -0.29652 1.194374 -2.308459    30  310   1 


// Engine/Jet Start
SimJfsStart_Start2                                               -0.80061 1.398320 -2.232929    30  319   2 

SimJfsStart_Off                                                  -0.80061 1.398320 -2.232929    30  320   1 

SimEngContSec                                                    -0.66341 1.438606 -2.237103    35  316   2 

SimEngContPri                                                    -0.66341 1.438606 -2.237103    35  317   1 


// Audio 2
SimStepIntercomVolumeDown                                        -0.41812 1.213796 -2.248461    30  116   2 w

SimStepIntercomVolumeUp                                          -0.41812 1.213796 -2.248461    30  116   1 w

SimILSOff                                                        -0.41956 1.044322 -2.288780    25  116   2 w

SimILSOn                                                         -0.41956 1.044322 -2.288780    25  116   1 w


// Audio 1
SimStepComm1VolumeDown                                           -0.63253 1.231115 -2.235274    30  116   2 w

SimStepComm1VolumeUp                                             -0.63253 1.231115 -2.235274    30  116   1 w

SimStepComm2VolumeDown                                           -0.63629 1.137639 -2.252798    30  116   2 w

SimStepComm2VolumeUp                                             -0.63629 1.137639 -2.252798    30  116   1 w

SimStepMissileVolumeDown                                         -0.63746 0.960645 -2.299535    30  116   2 w

SimStepMissileVolumeUp                                           -0.63746 0.960645 -2.299535    30  116   1 w

SimAud1Com1Sql                                                   -0.52245 1.225715 -2.248121    35  125   2 w

SimAud1Com1Gd                                                    -0.52245 1.225715 -2.248121    35  125   1 w

SimAud1Com2Sql                                                   -0.51454 1.135958 -2.263989    35  125   2 w

SimAud1Com2Gd                                                    -0.51454 1.135958 -2.263989    35  125   1 w

SimStepThreatVolumeDown                                          -0.51681 0.960645 -2.315928    25  116   2 w

SimStepThreatVolumeUp                                            -0.51681 0.960645 -2.315928    25  116   1 w


// UHF Radio / Have Quick
SimDecRadioChannel                                               -1.01489 0.942406 -2.276899    30  125   2 w

SimCycleRadioChannel                                             -1.01489 0.942406 -2.276899    30  125   1 w

SimBupUhfFreq1Dec                                                -0.85678 1.259493 -2.216699    25  125   2 w

SimBupUhfFreq1Inc                                                -0.85678 1.259493 -2.216699    25  125   1 w

SimBupUhfFreq2Dec                                                -0.85678 1.169258 -2.234269    25  125   2 w

SimBupUhfFreq2Inc                                                -0.85678 1.169258 -2.234269    25  125   1 w

SimBupUhfFreq3Dec                                                -0.85866 1.103085 -2.246830    25  125   2 w

SimBupUhfFreq3Inc                                                -0.85866 1.103085 -2.246830    25  125   1 w

SimBupUhfFreq4Dec                                                -0.85866 1.031114 -2.262300    25  125   2 w

SimBupUhfFreq4Inc                                                -0.85866 1.031114 -2.262300    25  125   1 w

SimBupUhfFreq5Dec                                                -0.85866 0.957606 -2.276932    25  125   2 w

SimBupUhfFreq5Inc                                                -0.85866 0.957606 -2.276932    25  125   1 w

SimBupUhfFuncDec                                                 -0.75282 1.218395 -2.234646    35  125   2 w

SimBupUhfFuncInc                                                 -0.75282 1.218395 -2.234646    35  125   1 w

OTWBalanceIVCvsAIDown                                            -0.77237 1.097240 -2.272027    30  116   2 w

OTWBalanceIVCvsAIUp                                              -0.77237 1.097240 -2.272027    30  116   1 w

SimBupUhfModeDec                                                 -0.76583 0.976685 -2.282251    35  125   2 w

SimBupUhfModeInc                                                 -0.76583 0.976685 -2.282251    35  125   1 w


// Manual Pitch Override
SimMPOToggle                                                     -0.99385 1.439942 -2.209723    35  115   2 

SimMPOToggle                                                     -0.99385 1.439942 -2.209723    35  115   1 


// Other
SimThrottleIdleDetent                                            -0.52975 1.350756 -1.740183    60  314   1 

SimSlapSwitch                                                    -0.61324 1.381570 -1.645229    20  314   1 

AFCanopyToggle                                                   -1.13712 1.306594 -1.580700    50  322   1 

SimSeatOn                                                        -1.00651 0.767572 -1.888352    45  315   1 

SimSeatOff                                                       -0.85373 0.767572 -2.052303    45  315   1 



//////////////////////
// LEFT AUX CONSOLE //
//////////////////////

// Landing Gear
SimEmergencyJettison                                             -1.75620 1.174020 -1.598228    40  123   1 

SimHookDown                                                      -1.82513 0.913173 -1.614597    32  310   2 

SimHookUp                                                        -1.82513 0.913173 -1.614597    32  310   1 

SimGndJettOff                                                    -1.63975 1.300923 -1.679177    35  311   2 

SimGndJettOn                                                     -1.63975 1.300923 -1.679177    35  311   1 

SimParkingBrakeOff                                               -1.66777 1.139511 -1.706726    40  320   2 

SimParkingBrakeOn                                                -1.66777 1.139511 -1.706726    40  319   1 

AFGearUp                                                         -1.42770 0.847997 -1.550523    50  119   2 

AFGearDown                                                       -1.42770 0.847997 -1.550523    50  118   1 

SimCATIII                                                        -1.52788 1.341981 -1.785079    35  115   2 

SimCATI                                                          -1.52788 1.341981 -1.785079    35  115   1 

SimSilenceHorn                                                   -1.54711 1.217116 -1.807121    35  314   1 

SimLandingLightOff                                               -1.56821 1.113085 -1.820796    40  115   2 

SimLandingLightOn                                                -1.56821 1.113085 -1.820796    40  115   1 


// Alternate Gear Down Control
AFAlternateGearReset                                             -1.17347 1.583216 -2.033837    40  314   2 

AFAlternateGear                                                  -1.17347 1.583216 -2.033837    40  321   1 


// Threat Warning Auxillary
SimRwrPower                                                      -1.30901 1.438570 -2.010298    25  318   1 


// Chaff / Flare
