Pit: Mirage 2000-N, Creator: Laurent Buzzz Buzzi, Version: 3.0, Generated by F4buttonManager
AFCanopyToggle 	-1.0686 -1.258 -1.44643 80.0 129 1     
AFCanopyToggle	-0.893957 -1.258 -1.49686 80.0 129 1     
AFCanopyToggle	-1.252 -1.258 -1.515 80.0 129 1     
AFDragChute	-0.959316 1.25974 -1.53578 80.0 129 1     
AFDragChute -1.13519 1.25974 -1.53578 80.0 129 1     
ExtinguishMasterCaution -2.19791 0.582 -0.934555 40.0 127 1     
SimAltPressDec -2.10701 0.876451 -1.77034 25.0 125 2	w
SimAltPressInc -2.10701 0.876451 -1.77034 25.0 125 1    w
SimAntiCollOff -1.08551 1.78415 -2.87089 35.0 115 2     
SimAntiCollOn -1.08551 1.78415 -2.87089 35.0 115 1     
SimAuxComBackup -1.4386 1.57678 -2.72556 35.0 115 2     
SimAuxComUFC -1.43826 1.57681 -2.72556 35.0 115 1     
SimAVTRSwitchDown -1.614 -0.18 -0.594 20.0 126 2     
SimAVTRSwitchUp -1.614 -0.18 -0.594 20.0 126 1     
SimBupUhfFuncDec -1.69248 1.62849 -2.74923 35.0 126 2    
SimBupUhfFuncInc -1.69248 1.62849 -2.74923 35.0 115 1    
SimCATI -2.01819 1.2924 -2.40261 40.0 115 1     
SimCATIII -2.01744 1.29333 -2.40247 40.0 115 2     
SimCBEOSB_20L -2.13720 0.224571 -1.720115    20  126   1
SimCBEOSB_19L -2.10458 0.224571 -1.784173    20   30   1
SimCBEOSB_18L -2.07127 0.224571 -1.850583    20  126   1
SimCBEOSB_17L -2.04728 0.224571 -1.912670    20  126   1
SimCBEOSB_16L -2.01153 0.224571 -1.982088    20  126   1
SimCBEOSB_15L -1.98401 0.151471 -2.034730    20  126   1
SimCBEOSB_14L -1.98401 0.076471 -2.034730    20  126   1
SimCBEOSB_13L -1.98401 0.001218 -2.034730    20  126   1
SimCBEOSB_12L -1.98401 -0.073529 -2.034730    20  126   1
SimCBEOSB_11L -1.98401 -0.148529 -2.034730    20  126   1
SimCBEOSB_10L -2.00898 -0.228994 -1.983899    20  126   1
SimCBEOSB_9L  -2.04474 -0.228994 -1.914480    20  126   1
SimCBEOSB_8L  -2.06873 -0.228994 -1.852394    20  126   1
SimCBEOSB_7L  -2.10204 -0.228994 -1.785983    20  126   1
SimCBEOSB_6L  -2.13465 -0.228994 -1.721925    20  126   1
SimCBEOSB_5L  -2.16380 -0.159154 -1.643960    20  126   1
SimCBEOSB_4L  -2.16380 -0.076936 -1.643960    20  126   1
SimCBEOSB_3L  -2.16446 0.000716 -1.642540    20  126   1
SimCBEOSB_2L  -2.16408 0.078398 -1.643360    20  126   1
SimCBEOSB_1L  -2.16448 0.156974 -1.642510    20  126   1
SimCBEOSB_BRTDOWN_L -1.89992 -0.0289472 -2.13644 20.0 126 2    w 
SimCBEOSB_BRTUP_L -1.89992 -0.0289472 -2.13644 20.0 126 1     w
